tweet,sentimen,clean_tweet
Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV,negatif,pakta integritas wo pulang nb brizik jadi menag kilafah bebas ulama kriminal prabowoketurunankafircinamonster hpl psl wounoorbakuasailahanluassimpandipanamaserakahganasionalis gaji gadiambil tunjang milyaranbln ambil munafik menangradikalorbaasengberkuasa pictwittercomzdlyaqiv
Ini yang ditanyakan jokowi Katanya ekonomi digital  Alhamdullilah jawaban pak prabowo mantap betul   http://sains.kompas.com/read/2018/06/19/192900123/who-resmi-tetapkan-kecanduan-game-sebagai-gangguan-mental?utm_source=WhatsappÂ â€¦,positif,tanya jokowi kata ekonomi digital alhamdullilah jawab pak prabowo mantap betul
"MasyaAllah  Hati mu mulia  â€œJika kami terpilih menjadi presiden dan wakil presiden, kami berdua tidak akan mengambil gaji 1 rupiah pun , kami akan akan memberikan gaji kami kepada duafa dan untuk negara â€œ . â€œ Prabowo-Sandi â€œ Semakin mantap hati ini pada pilihan",positif,masyaallah hati mu mulia jika pilih jadi presiden wakil presiden dua tidak_ambil gaji rupiah beri gaji duafa negara prabowosandi makin mantap hati pilih
"Jika yg dimaksud Prabowo dgn pembangunan ekonomi salah arah, adalah sistem ekonominya, mudah-mudahan Prabowo tidak menginginkan sistem ekonomi yang tertutup ya. Chavez sebagai sebuah cerita mungkin hebat, tp dia membuat Venezuela menderita",negatif,maksud prabowo bangun ekonomi salah arah sistem ekonomi mudahmudahan prabowo tidak_ingin sistem ekonomi tutup chavez buah cerita mungkin hebat buat venezuela derita
"Jgn "" anda dpt harga 16rb karena itu toko abang andaðŸ˜‚ðŸ˜‚ðŸ˜‚",netral,jgn harga rb toko abang anda
"Tak Cuma Syok Ekonomi, Tax Ratio Kilat ala Prabowo Keliru  http://cnn.id/386187?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦",netral,tidak_cuma syok ekonomi tax ratio kilat ala prabowo keliru
"Batuan Langka, Tasbih Jokowi Hadiah dari Habib Luthfi Seharga Mercy?  http://dlvr.it/R2pvZVÂ ",netral,batu langka tasbih jokowi hadiah habib luthfi harga mercy
"Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskinâ€¦  https://goo.gl/fb/2VTnKiÂ ",netral,pilih jadi presidenwapres prabowosandi janji ikan gaji kaum miskin
Pak Prabowo dan bang sandi janji ga akan ambil gaji.  Yuk kita hitung.. Gambar dibawah Tinggal di kali 5 tahun. Berapa M tuh?   #UASdifitnahKejiDanBrutal pic.twitter.com/kgeWk6XhOG,positif,pak prabowo bang sandi janji tidak_ambil gaji yuk hitung gambar bawah tinggal kali tahun berapa m tuh uasdifitnahkejidanbrutal pictwittercomkgewkxhog
"Prabowo-Sandi imitasi Trump-Pence banget dilihat dari orientasi, garis besar visi misi, idealisme, bahkan komitmen utk tidak menerima gaji presiden-wapres (said the wealthiest candidate). Well, you see how it's going in the US now, don't you? Now, think! #DebatPilpres2019",negatif,prabowosandi imitasi trumppence banget lihat orientasi garis besar visi misi idealisme bahkan komitmen tidak_terima gaji presidenwapres said the wealthiest candidate well you see how its going in the us now dont you now think debatpilpres
"Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr",netral,bicara tumbuh ekonomi capres nomor urut jokowi kait perata ujar tidak_fokus infrastruktur pulau jawa simak sesuai nyata cekfaktacnn ikut cnnindonesia pictwittercomlkxkbozyr
"Untung bpk jokowi bahas mobile legend, semoga dgn diperhatikannya game mobile legend rakyat bisa makin Makmur.. Harga"" bahan pokok jd terjangkau....pokok e hidup Mobile Legend!!!  Kelas pertanyaan presiden seputar mobile legend",negatif,untung bpk jokowi bahas mobile legend moga perhati game mobile legend rakyat makin makmur harga bahan pokok jadi terjangkaupokok e hidup mobile legend kelas tanya presiden putar mobile legend
"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali",netral,bila menang pilpres prabowosandi janji tidak_ambil gaji via metrobali
VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦,netral,video jokowi sebut nilai ekonomi gamers capai bas triliun indonesiamaju kerjanyatajokowi
"Jokowi ga pernah bunuh org, ga pernah nyulik, ga pernah ngemplang gaji karyawan, ga masuk Panama Pappers. Ga pernah digampar ipar, ga pernah ditinggal bini, ga pernah disetir adiknya (dia sendiri yg ngomong ya). Mau ditambah? Wkwkwk..",negatif,jokowi tidak_pernah bunuh orang tidak_pernah nyulik tidak_pernah ngemplang gaji karyawan tidak_masuk panama pappers tidak_pernah gampar ipar tidak_pernah tinggal bini tidak_pernah setir adik sendiri bicara tambah wkwkwk
Harta banyak tapi nasib karyawan yg tidak digaji???,netral,harta banyak nasib karyawan tidak_gaji
Ketka @sandiuno dibilang @jokowi tidak mengerti ekonomi makro  https://twitter.com/savicali/status/1117090603085389824Â â€¦,netral,ketka sandiuno bilang jokowi tidak_erti ekonomi makro
"Mestinya dia liat dan datang. Bahwa yg datang kesana org2 mukanya cling, fasionable, happy, gak ada kelihatan org yg susah. Kalo pun mrk ekonominya sederhana..mrk dtg dgn rasa bahagia dan bangga. Jd gak ada yg bayar..krn cebong adalah org yg makmur lahir bathin.",negatif,mesti liat datang datang kesana orang muka cling fasionable happy gak_lihat orang susah kalo mrk ekonomi sederhanamrk dtg rasa bahagia bangga jadi gak_bayarkrn cebong orang makmur lahir bathin
Ok bro Sist. Ternyata pas debat Pa @jokowi & Pa Yai MA juga bertekad mengembangkan wisata halal & ekonomi berbasis syariah tapi ada partai pendukungnya yg anti syariah. Bagiamana ini @AntoniRaja & @TsamaraDKI ??,negatif,bro sist nyata pas debat pa jokowi pa yai ma tekad kembang wisata halal ekonomi bas syariah partai dukung anti syariah bagiamana antoniraja tsamaradki
"Pengen bngt dengan programnya Pakde  @jokowi  yg pengguran digaji itu, pen bats nganggur rasanya tu. Adek lelah bekerja bang ðŸ˜…",positif,ken bngt program pakde jokowi pengguran gaji pen bats nganggur rasa tu adek lelah kerja bang
"Hmmm, PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY",positif,hmmm ps bilang debat ada ekonomi indonesia bukan_salah jokowi salah pimpin dahulu jadi gemar jangan_salah jokowi bos udah bilang bukan_salah jokowi makin mantap pilih jokowi prabowosalahkansby
subhanallah dgn krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa... midah2an jalan mu diridoi oleh allah swt. amiiiiin  sugul ngronda jluk.,positif,subhanallah krendahan hati prabowo sandi bagi seluruh gaji kpda yatim duafa midahan jalan mu diridoi allah swt amiiiiin sugul ngronda jluk
"Ketua TKN @jokowi @KHMarufAmin_ Erick Thohir, menyayangkan pernyataan calon oposisi Om Wowo yang menyalahkan para presiden sebelum Jokowi soal perekonomian negara.  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",netral,ketua tkn jokowi khmarufamin erick thohir sayang nyata calon oposisi om wowo salah presiden jokowi soal ekonomi negara wah kacau prabowosalahkansby bocahsosmed sukangetweet saaebunglon
Salah lagi jokowi. Lah balik lagi. Kalau gue simple. Kalau mau umr jakarta ya kerja di jakarta. Kalau mau lebih gede ya cari yg lebih gede. Emang ada gaji 7-8jt cuma beresin rumah? Kagak ada. Temen gue aja PNS entah golongan apa gitu gajinya cuma 2jt lebih kok,positif,salah jokowi lah balik kalau simple kalau umr jakarta kerja jakarta kalau lebih gede cari lebih gede emang gaji jt cuma resin rumah kagak temen pns entah golong apa gitu gaji cuma jt lebih kok
"sebenarnya 02 sangat lihai membawa isu ekonomi dalam kampanye ini, menurut saya 01 cukup kewalahan dalam menangkal berbagai narasi 02. memang karena fokus Jokowi adalah infrastruktur, ibaratnya adalah modal dan tidak terlihat langsung efeknya.",positif,benar sangat lihai bawa isu ekonomi kampanye cukup kewalahan tangkal bagai narasi memang fokus jokowi infrastruktur ibarat modal tidak_lihat langsung efek
"Mengelirukan persoalan ekonomi & deindustrialisasi, menurut Wowo merupakan kesalahan semua pihak  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY @jokowi @ArieKakiailatu",netral,keliru soal ekonomi deindustrialisasi wowo rupa salah semua pihak prabowosalahkansby jokowi ariekakiailatu
"jokowi abis belajar makro nih, bisa-bisanya counterattack pake istilah ekonomi wkwkwk.",positif,jokowi abis ajar makro bisabisanya counterattack pake istilah ekonomi wkwkwk
Prabowo Sebut Ekonomi Indonesia Era Jokowi Salah Arah  https://www.jawapos.com/ekonomi/13/04/2019/prabowo-sebut-ekonomi-indonesia-era-jokowi-salah-arah/Â â€¦,netral,prabowo sebut ekonomi indonesia era jokowi salah arah
"Boss.. ga usah ngomong soal yg ente ga kuasain.. sori bahasa ente bloon..  Mau soal BUMN, data, pengangguran, ekonomi apalagi politik. Pasal karet aja lo ga ngerti siapa yg buat bisa diterapin apa gak.. kalo ada UU dan delik aduan ada, UU bisa jalan ehh lo bilang otoriter DONGOK!",negatif,boss tidak_usah bicara soal ente tidak_kuasain sori bahasa ente bloon soal bumn data anggur ekonomi politik pasal karet lo tidak_erti siapa buat diterapin apa gak_kalo uu delik adu uu jalan ehh lo bilang otoriter dongok
"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H",netral,jokowi memantabkan ekonomi prabowo salah masa lalu pictwittercomeigtaxrh
"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦",netral,tendang pinalti prabowo pokok fokus pangangizi murahharga jangkau tani sbg produk unggul negara bhs millenialegp e support jk hny sok esupport afiliasi produk unggul bukan_cetakcetek gadget kpuid bappenasri
Capres Jokowi Tegaskan Bahwa Pancasila Harga Mati  http://bit.ly/2IimJWCÂ  #kilaspembaruan,netral,capres jokowi tegas pancasila harga mati kilaspembaruan
Jokowi Optimis Indonesia Masuk Empat Besar Ekonomi Dunia pada 2045 -  http://rumahberita.id/2019/04/jokowi-optimis-indonesia-masuk-empat-besar-ekonomi-dunia-pada-2045/Â â€¦ pic.twitter.com/7aL4pgAlRS,positif,jokowi optimis indonesia masuk empat besar ekonomi dunia pictwittercomalpgalrs
Prabowo berkilah bahwa yang dia maksud bukanlah Jokowi. Yang membuat perekonomian Indonesia salah arah justru pemimpin sebelumnya. Siapa? SBY dong jelasnya  #PrabowoSalahkanSBY,netral,prabowo kilah maksud bukan_jokowi buat ekonomi indonesia salah arah justru pimpin belum_siapa sby dong jelas prabowosalahkansby
"Pak @jokowi menwarkan Program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/Â â€¦ #JokowiMenangTotalDebat",netral,pak jokowi menwarkan program bina ekonomi keluarga sejahtera mekaar bina modal nasional madani pnm luncur naik sejahtera warga utama ibuibu rumah tangga tingkat lebih atas jokowimenangtotaldebat
Prabowo-Sandi mengatakan tak bakal mengambil gaji jika terpilih dalam Pilpres 2019.  #kabar #politik #pilpres #pilpres2019 http://zpr.io/gbGsdÂ ,netral,prabowosandi kata tidak_bakal ambil gaji pilih pilpres kabar politik pilpres pilpres
Prabowo sandi karna gaji mereka selama 5 thn akan di sumbangkan ke kaum duafa dan fakir miskin  https://twitter.com/Metro_TV/status/1117118019224756224Â â€¦,positif,prabowo sandi karna gaji lama thn sumbang kaum duafa fakir miskin
Ngomongin ekonomi digital dan saat bersamaan promosi kartu2 itu hil yang mustahal ala bola salju api,negatif,ngomongin ekonomi digital sama promosi kartu hil mustahal ala bola salju api
"Jokowi-Prabowo Takut Blunder, Masalah Ekonomi Tak Terkupas #DebatPilpres2019 #DebatTerakhirPilpres2019 http://cnn.id/386178?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦",netral,jokowiprabowo takut blunder masalah ekonomi tidak_kupas debatpilpres debatterakhirpilpres
"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen",netral,bila menang pilpres prabowosandi janji tidak_ambil gaji via bal netizen
Hahaha saya jdi ragu ama pak joko tntang pemahaman ekonomi mikro dan makro,negatif,hahaha jdi ragu ama pak joko tntang paham ekonomi mikro makro
" Bukan kesulitan yang membuat kita ketakutan,  akan tetapi ketakutan yang membuat kita kesulitan   ~ Jokowi "" Jika kami mendapatkan amanah,  kami tidak akan mengambil sepeserpun gaji "" ~ Sandiaga Uno",netral,bukan_sulit buat takut takut buat sulit jokowi dapat amanah tidak_ambil peser gaji sandiaga uno
Pak @sandiuno dan pak @prabowo Gajinya kirim ke saya sj.  https://twitter.com/detikcom/status/1117096753759686657Â â€¦,netral,pak sandiuno pak prabowo gaji kirim sj
gaji pres hanya cukup unt beli tusuk gigi buat prabowo,negatif,gaji pres cukup unt beli tusuk gigi buat prabowo
"Selama 4,5 tahun pak jokowi persiden tdk melakukan tekanan yg cukup keras me menteri2 ekonomi terutama sri muliani...mestinya tanya menteri2 kenapa bnyk pembangunan infrastruktur triliunan uang dibenamkan...tapi pertumbuhan hanya 5% ?? Saya bisa jawab..  https://twitter.com/detikcom/status/1117106705337409538Â â€¦",negatif,lama tahun pak jokowi persiden tidak_laku tekan cukup keras me menteri ekonomi utama sri mulianimestinya tanya menteri banyak bangun infrastruktur triliun uang dibenamkantapi tumbuh jawab
"Ngebanggain e-sport kalau rakyat miskin dan susah gk ada gunanya. sembako mahal, TDL naik, pengangguran tinggi, dll. Fokus fundamental ekonomi lbih penting... Makin yakin Tusuk Prabowo Sandi...",negatif,ngebanggain esport kalau rakyat miskin susah tidak_guna sembako mahal tdl naik anggur tinggi fokus fundamental ekonomi lbih penting makin yakin tusuk prabowo sandi
"Tp kata pak prabowo kesalahan ekonomi bukan pada jokowi tp kesalahan presiden ssbelum jokowi,  siapa ya presiden sebelum jokowi yg d maksud prabowo?????  Mikir keras",negatif,kata pak prabowo salah ekonomi bukan_jokowi salah presiden ssbelum jokowi siapa presiden jokowi d maksud prabowo mikir keras
"Breaking news , prabowo sandi tak ambil serupiah pun gaji kalau terpilih . Gancossssssss #17April2019PeoplePower",positif,breaking news prabowo sandi tidak_ambil rupiah gaji kalau pilih gancossssssss aprilpeoplepower
"Bagimu yg dijawa gaada beda atau mgkin parah, tp bagi yg ditimur sana mgkin beda, aku aja ngerasain ke jogja cuma 3 jam, harga masih stabil, bbm tersedia terus gk pernah ada kelangkaan, yaaa ini pembangunan paling masuk akal dri pda sebelum sebelumnya",positif,bagi dijawa gaada beda mgkin parah timur sana mgkin beda ngerasain jogja cuma jam harga stabil bbm sedia terus tidak_pernah langka yaaa bangun paling masuk akal dri pda belum
Mau saya kasih statistik penghasilan pro gamer ga? Bisa ngelebihi gaji seumur hidup amda mungkin,netral,kasih statistik hasil pro gamer tidak_ngelebihi gaji umur hidup amda mungkin
"Prabowo Salahkan Presiden Sebelum Jokowi, AHY Minta Hargai Kontribusi SBY  https://news.solopos.com/read/20190414/496/985249/prabowo-salahkan-presiden-sebelum-jokowi-ahy-minta-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/wm7WJXZXb1",netral,prabowo salah presiden jokowi ahy minta harga kontribusi sby pictwittercomwmwjxzxb
TKN Soal WO Demokrat: Prabowo Bagian Inti Orba yang Merusak - CNN Indonesia: TKN menanggapi pernyataan Prabowo yang menyalahkan para presiden sebelum Jokowi soalÂ perekonomian Indonesia. Pernyataan itu berujung walk out petinggi Demokrat.  http://dlvr.it/R2nLj7Â  pic.twitter.com/MrmnQeymEO,netral,tkn soal wo demokrat prabowo bagi inti orba rusak cnn indonesia tkn tanggap nyata prabowo salah presiden jokowi soal ekonomi indonesia nyata ujung walk out petinggi demokrat pictwittercommrmnqeymeo
"Saat ini hanya 2 pemimpn aktif yg tidak mau di gaji : Paus Fransiskus dan Donald Trump, Inshaa Allah Prabowo-Sandi menyusul..#YourTurnBro",positif,pemimpn aktif tidak_gaji paus fransiskus donald trump inshaa allah prabowosandi menyusulyourturnbro
nih salah satu temen dumay w seorang petani karet yg selalu sedih klo inget harga karet nyungseb belakangan ini....dan beliau berharap @prabowo bisa meningkatkan kesejahteraan petani2 karet seperti beliau...aamiinðŸ¤²  pic.twitter.com/mp8dOLbjK7,positif,salah satu temen dumay w orang tani karet selalu sedih klo inget harga karet nyungseb belakang inidan beliau harap prabowo tingkat sejahtera tani karet beliauaamiin pictwittercommpdolbjk
Semoga Pak Prabowo jadi Presiden.. agar ekonomi bisa maju dan Dunia Perawat menjadi lebih baik,positif,moga pak prabowo jadi presiden ekonomi maju dunia awat jadi lebih baik
"Jangankan di singapore ci, pas w ke yurop aja ditanya asalnya dari mana dan kite jawab from Indonesia mereka responnya langsung ""Oohhh!!! Jokowi... jokowi..."" Pak Jokowi itu dikenal dan dihargai di LN",positif,jangan_singapore ci pas w yurop tanya asal mana kite jawab from indonesia responnya langsung oohhh jokowi jokowi pak jokowi kenal harga ln
"Koalisi sendiri diserang...hhh anehhh,,,, Dan juga nggak ambil gaji,, sementara dia pengusaha ,yg ada di otak kata untung",negatif,koalisi sendiri diseranghhh anehhh tidak_ambil gaji usaha otak kata untung
"partainya nya aja yg gak bisa menangkap tanda-tanda dari langit,,  udh digituin berkali kali masih juga ngejogrog disitu,, demi segilintir orang yg membenci Jokowi,, mau juga direndahkan harga dirinya,,,",negatif,partai nya gak_tangkap tandatanda langit digituin kali kali ngejogrog situ segilintir orang benci jokowi rendah harga diri
